metric,family,nativeKind,unit,timeframeMode,transform,legal,operandRequired,sideRequired,chainSuccessors,chainedRankOrderings,rankableSpreadOperands,rankOrderings,spreadOperandCount
OPEN,price,numeric,price,candle,value,yes,,,,,,,
OPEN,price,numeric,price,candle,trajectory,yes,,,,,,,
OPEN,price,numeric,price,candle,distance,yes,,,trajectory|aggregate|efficiency,,,,
OPEN,price,numeric,price,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,50
OPEN,price,numeric,price,candle,aggregate,yes,,,,,,,
OPEN,price,numeric,price,candle,efficiency,yes,,,,,,,
OPEN,price,numeric,price,candle,bandTouch,yes,,,,,,,
OPEN,price,numeric,price,candle,classifyZone,no,,,,,,,
OPEN,price,numeric,price,candle,maxShare,no,,,,,,,
OPEN,price,numeric,price,candle,rank,no,,,,,,,
OPEN,price,numeric,price,candle,crossDetect,no,,,,,,,
OPEN,price,numeric,price,candle,count,no,,,,,,,
OPEN,price,numeric,price,candle,nearestZoneType,no,,,,,,,
OPEN,price,numeric,price,candle,nearestZoneRange,no,,,,,,,
OPEN,price,numeric,price,candle,nearestZoneDist,no,,,,,,,
OPEN,price,numeric,price,candle,nearestZoneAge,no,,,,,,,
HIGH,price,numeric,price,candle,value,yes,,,,,,,
HIGH,price,numeric,price,candle,trajectory,yes,,,,,,,
HIGH,price,numeric,price,candle,distance,yes,,,trajectory|aggregate|efficiency,,,,
HIGH,price,numeric,price,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,50
HIGH,price,numeric,price,candle,aggregate,yes,,,,,,,
HIGH,price,numeric,price,candle,efficiency,yes,,,,,,,
HIGH,price,numeric,price,candle,bandTouch,yes,,,,,,,
HIGH,price,numeric,price,candle,classifyZone,no,,,,,,,
HIGH,price,numeric,price,candle,maxShare,no,,,,,,,
HIGH,price,numeric,price,candle,rank,no,,,,,,,
HIGH,price,numeric,price,candle,crossDetect,no,,,,,,,
HIGH,price,numeric,price,candle,count,no,,,,,,,
HIGH,price,numeric,price,candle,nearestZoneType,no,,,,,,,
HIGH,price,numeric,price,candle,nearestZoneRange,no,,,,,,,
HIGH,price,numeric,price,candle,nearestZoneDist,no,,,,,,,
HIGH,price,numeric,price,candle,nearestZoneAge,no,,,,,,,
LOW,price,numeric,price,candle,value,yes,,,,,,,
LOW,price,numeric,price,candle,trajectory,yes,,,,,,,
LOW,price,numeric,price,candle,distance,yes,,,trajectory|aggregate|efficiency,,,,
LOW,price,numeric,price,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,50
LOW,price,numeric,price,candle,aggregate,yes,,,,,,,
LOW,price,numeric,price,candle,efficiency,yes,,,,,,,
LOW,price,numeric,price,candle,bandTouch,yes,,,,,,,
LOW,price,numeric,price,candle,classifyZone,no,,,,,,,
LOW,price,numeric,price,candle,maxShare,no,,,,,,,
LOW,price,numeric,price,candle,rank,no,,,,,,,
LOW,price,numeric,price,candle,crossDetect,no,,,,,,,
LOW,price,numeric,price,candle,count,no,,,,,,,
LOW,price,numeric,price,candle,nearestZoneType,no,,,,,,,
LOW,price,numeric,price,candle,nearestZoneRange,no,,,,,,,
LOW,price,numeric,price,candle,nearestZoneDist,no,,,,,,,
LOW,price,numeric,price,candle,nearestZoneAge,no,,,,,,,
CLOSE,price,numeric,price,candle,value,yes,,,,,,,
CLOSE,price,numeric,price,candle,trajectory,yes,,,,,,,
CLOSE,price,numeric,price,candle,distance,yes,,,trajectory|aggregate|efficiency,,,,
CLOSE,price,numeric,price,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,50
CLOSE,price,numeric,price,candle,aggregate,yes,,,,,,,
CLOSE,price,numeric,price,candle,efficiency,yes,,,,,,,
CLOSE,price,numeric,price,candle,bandTouch,yes,,,,,,,
CLOSE,price,numeric,price,candle,classifyZone,no,,,,,,,
CLOSE,price,numeric,price,candle,maxShare,no,,,,,,,
CLOSE,price,numeric,price,candle,rank,no,,,,,,,
CLOSE,price,numeric,price,candle,crossDetect,no,,,,,,,
CLOSE,price,numeric,price,candle,count,no,,,,,,,
CLOSE,price,numeric,price,candle,nearestZoneType,no,,,,,,,
CLOSE,price,numeric,price,candle,nearestZoneRange,no,,,,,,,
CLOSE,price,numeric,price,candle,nearestZoneDist,no,,,,,,,
CLOSE,price,numeric,price,candle,nearestZoneAge,no,,,,,,,
LAST,price,numeric,price,timeless,value,yes,,,,,,,
LAST,price,numeric,price,timeless,trajectory,no,,,,,,,
LAST,price,numeric,price,timeless,distance,yes,,,,,,,
LAST,price,numeric,price,timeless,spread,yes,yes,,,,,,50
LAST,price,numeric,price,timeless,aggregate,no,,,,,,,
LAST,price,numeric,price,timeless,efficiency,no,,,,,,,
LAST,price,numeric,price,timeless,bandTouch,yes,,,,,,,
LAST,price,numeric,price,timeless,classifyZone,no,,,,,,,
LAST,price,numeric,price,timeless,maxShare,no,,,,,,,
LAST,price,numeric,price,timeless,rank,no,,,,,,,
LAST,price,numeric,price,timeless,crossDetect,no,,,,,,,
LAST,price,numeric,price,timeless,count,no,,,,,,,
LAST,price,numeric,price,timeless,nearestZoneType,no,,,,,,,
LAST,price,numeric,price,timeless,nearestZoneRange,no,,,,,,,
LAST,price,numeric,price,timeless,nearestZoneDist,no,,,,,,,
LAST,price,numeric,price,timeless,nearestZoneAge,no,,,,,,,
MARK,price,numeric,price,timeless,value,yes,,,,,,,
MARK,price,numeric,price,timeless,trajectory,no,,,,,,,
MARK,price,numeric,price,timeless,distance,yes,,,,,,,
MARK,price,numeric,price,timeless,spread,yes,yes,,,,,,50
MARK,price,numeric,price,timeless,aggregate,no,,,,,,,
MARK,price,numeric,price,timeless,efficiency,no,,,,,,,
MARK,price,numeric,price,timeless,bandTouch,yes,,,,,,,
MARK,price,numeric,price,timeless,classifyZone,no,,,,,,,
MARK,price,numeric,price,timeless,maxShare,no,,,,,,,
MARK,price,numeric,price,timeless,rank,no,,,,,,,
MARK,price,numeric,price,timeless,crossDetect,no,,,,,,,
MARK,price,numeric,price,timeless,count,no,,,,,,,
MARK,price,numeric,price,timeless,nearestZoneType,no,,,,,,,
MARK,price,numeric,price,timeless,nearestZoneRange,no,,,,,,,
MARK,price,numeric,price,timeless,nearestZoneDist,no,,,,,,,
MARK,price,numeric,price,timeless,nearestZoneAge,no,,,,,,,
ORACLE,price,numeric,price,timeless,value,yes,,,,,,,
ORACLE,price,numeric,price,timeless,trajectory,no,,,,,,,
ORACLE,price,numeric,price,timeless,distance,yes,,,,,,,
ORACLE,price,numeric,price,timeless,spread,yes,yes,,,,,,50
ORACLE,price,numeric,price,timeless,aggregate,no,,,,,,,
ORACLE,price,numeric,price,timeless,efficiency,no,,,,,,,
ORACLE,price,numeric,price,timeless,bandTouch,yes,,,,,,,
ORACLE,price,numeric,price,timeless,classifyZone,no,,,,,,,
ORACLE,price,numeric,price,timeless,maxShare,no,,,,,,,
ORACLE,price,numeric,price,timeless,rank,no,,,,,,,
ORACLE,price,numeric,price,timeless,crossDetect,no,,,,,,,
ORACLE,price,numeric,price,timeless,count,no,,,,,,,
ORACLE,price,numeric,price,timeless,nearestZoneType,no,,,,,,,
ORACLE,price,numeric,price,timeless,nearestZoneRange,no,,,,,,,
ORACLE,price,numeric,price,timeless,nearestZoneDist,no,,,,,,,
ORACLE,price,numeric,price,timeless,nearestZoneAge,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,value,yes,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,trajectory,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,distance,yes,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,spread,yes,yes,,,,,,50
SPOT_CLOSE_CB,price,numeric,price,timeless,aggregate,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,efficiency,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,bandTouch,yes,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,classifyZone,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,maxShare,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,rank,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,crossDetect,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,count,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,nearestZoneType,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,nearestZoneRange,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,nearestZoneDist,no,,,,,,,
SPOT_CLOSE_CB,price,numeric,price,timeless,nearestZoneAge,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,value,yes,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,trajectory,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,distance,yes,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,spread,yes,yes,,,,,,50
SPOT_CLOSE_BN,price,numeric,price,timeless,aggregate,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,efficiency,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,bandTouch,yes,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,classifyZone,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,maxShare,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,rank,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,crossDetect,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,count,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,nearestZoneType,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,nearestZoneRange,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,nearestZoneDist,no,,,,,,,
SPOT_CLOSE_BN,price,numeric,price,timeless,nearestZoneAge,no,,,,,,,
BAR_FORMING,price,classification,,candle,value,yes,,,,,,,
BAR_FORMING,price,classification,,candle,trajectory,no,,,,,,,
BAR_FORMING,price,classification,,candle,distance,no,,,,,,,
BAR_FORMING,price,classification,,candle,spread,no,,,,,,,
BAR_FORMING,price,classification,,candle,aggregate,no,,,,,,,
BAR_FORMING,price,classification,,candle,efficiency,no,,,,,,,
BAR_FORMING,price,classification,,candle,bandTouch,no,,,,,,,
BAR_FORMING,price,classification,,candle,classifyZone,no,,,,,,,
BAR_FORMING,price,classification,,candle,maxShare,no,,,,,,,
BAR_FORMING,price,classification,,candle,rank,no,,,,,,,
BAR_FORMING,price,classification,,candle,crossDetect,no,,,,,,,
BAR_FORMING,price,classification,,candle,count,no,,,,,,,
BAR_FORMING,price,classification,,candle,nearestZoneType,no,,,,,,,
BAR_FORMING,price,classification,,candle,nearestZoneRange,no,,,,,,,
BAR_FORMING,price,classification,,candle,nearestZoneDist,no,,,,,,,
BAR_FORMING,price,classification,,candle,nearestZoneAge,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,value,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,distance,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
RSI14,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
RSI14,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
RSI14,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,count,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
RSI14,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,value,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,distance,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
RSI7,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
RSI7,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
RSI7,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,count,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
RSI7,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,value,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,distance,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
RSI2,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
RSI2,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
RSI2,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,count,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
RSI2,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,value,yes,,,,,,,
MACD,momentum,numeric,signedPrice,candle,trajectory,yes,,,,,,,
MACD,momentum,numeric,signedPrice,candle,distance,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,4
MACD,momentum,numeric,signedPrice,candle,aggregate,yes,,,,,,,
MACD,momentum,numeric,signedPrice,candle,efficiency,yes,,,,,,,
MACD,momentum,numeric,signedPrice,candle,bandTouch,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,classifyZone,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,maxShare,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,rank,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,crossDetect,yes,,,,,,,
MACD,momentum,numeric,signedPrice,candle,count,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,nearestZoneType,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,nearestZoneRange,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,nearestZoneDist,no,,,,,,,
MACD,momentum,numeric,signedPrice,candle,nearestZoneAge,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,value,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,distance,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
STOCH_K,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
STOCH_K,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,count,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
STOCH_K,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,value,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,distance,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
STOCH_D,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
STOCH_D,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,count,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
STOCH_D,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,value,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,distance,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
MFI14,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,maxShare,yes,,,,,,,
MFI14,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo,
MFI14,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,count,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
MFI14,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
PPO,momentum,numeric,percent,candle,value,yes,,,,,,,
PPO,momentum,numeric,percent,candle,trajectory,yes,,,,,,,
PPO,momentum,numeric,percent,candle,distance,no,,,,,,,
PPO,momentum,numeric,percent,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,15
PPO,momentum,numeric,percent,candle,aggregate,yes,,,,,,,
PPO,momentum,numeric,percent,candle,efficiency,yes,,,,,,,
PPO,momentum,numeric,percent,candle,bandTouch,no,,,,,,,
PPO,momentum,numeric,percent,candle,classifyZone,no,,,,,,,
PPO,momentum,numeric,percent,candle,maxShare,no,,,,,,,
PPO,momentum,numeric,percent,candle,rank,yes,,,,,,hi|lo|far|near,
PPO,momentum,numeric,percent,candle,crossDetect,yes,,,,,,,
PPO,momentum,numeric,percent,candle,count,no,,,,,,,
PPO,momentum,numeric,percent,candle,nearestZoneType,no,,,,,,,
PPO,momentum,numeric,percent,candle,nearestZoneRange,no,,,,,,,
PPO,momentum,numeric,percent,candle,nearestZoneDist,no,,,,,,,
PPO,momentum,numeric,percent,candle,nearestZoneAge,no,,,,,,,
ROC12,momentum,numeric,percent,candle,value,yes,,,,,,,
ROC12,momentum,numeric,percent,candle,trajectory,yes,,,,,,,
ROC12,momentum,numeric,percent,candle,distance,no,,,,,,,
ROC12,momentum,numeric,percent,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,15
ROC12,momentum,numeric,percent,candle,aggregate,yes,,,,,,,
ROC12,momentum,numeric,percent,candle,efficiency,yes,,,,,,,
ROC12,momentum,numeric,percent,candle,bandTouch,no,,,,,,,
ROC12,momentum,numeric,percent,candle,classifyZone,no,,,,,,,
ROC12,momentum,numeric,percent,candle,maxShare,no,,,,,,,
ROC12,momentum,numeric,percent,candle,rank,yes,,,,,,hi|lo|far|near,
ROC12,momentum,numeric,percent,candle,crossDetect,yes,,,,,,,
ROC12,momentum,numeric,percent,candle,count,no,,,,,,,
ROC12,momentum,numeric,percent,candle,nearestZoneType,no,,,,,,,
ROC12,momentum,numeric,percent,candle,nearestZoneRange,no,,,,,,,
ROC12,momentum,numeric,percent,candle,nearestZoneDist,no,,,,,,,
ROC12,momentum,numeric,percent,candle,nearestZoneAge,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,value,yes,,,,,,,
CCI20,momentum,numeric,oscillator,candle,trajectory,yes,,,,,,,
CCI20,momentum,numeric,oscillator,candle,distance,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,16
CCI20,momentum,numeric,oscillator,candle,aggregate,yes,,,,,,,
CCI20,momentum,numeric,oscillator,candle,efficiency,yes,,,,,,,
CCI20,momentum,numeric,oscillator,candle,bandTouch,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,classifyZone,yes,,,,,,,
CCI20,momentum,numeric,oscillator,candle,maxShare,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,rank,yes,,,,,,hi|lo|far|near,
CCI20,momentum,numeric,oscillator,candle,crossDetect,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,count,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,nearestZoneType,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,nearestZoneRange,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,nearestZoneDist,no,,,,,,,
CCI20,momentum,numeric,oscillator,candle,nearestZoneAge,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,value,yes,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,trajectory,yes,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,distance,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,spread,yes,yes,,trajectory|aggregate|efficiency,,,,15
CLOSE_CHANGE,momentum,numeric,percent,candle,aggregate,yes,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,efficiency,yes,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,bandTouch,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,classifyZone,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,maxShare,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,rank,yes,,,,,,far|near,
CLOSE_CHANGE,momentum,numeric,percent,candle,crossDetect,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,count,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,nearestZoneType,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,nearestZoneRange,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,nearestZoneDist,no,,,,,,,
CLOSE_CHANGE,momentum,numeric,percent,candle,nearestZoneAge,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,value,yes,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,trajectory,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,distance,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,spread,yes,yes,,,,,,15
CHG_5M,momentum,numeric,percent,timeless,aggregate,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,efficiency,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,bandTouch,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,classifyZone,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,maxShare,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,rank,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,crossDetect,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,count,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CHG_5M,momentum,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,value,yes,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,trajectory,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,distance,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,spread,yes,yes,,,,,,15
CHG_15M,momentum,numeric,percent,timeless,aggregate,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,efficiency,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,bandTouch,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,classifyZone,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,maxShare,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,rank,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,crossDetect,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,count,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CHG_15M,momentum,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,value,yes,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,trajectory,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,distance,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,spread,yes,yes,,,,,,15
CHG_1H,momentum,numeric,percent,timeless,aggregate,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,efficiency,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,bandTouch,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,classifyZone,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,maxShare,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,rank,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,crossDetect,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,count,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CHG_1H,momentum,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CHG_4H,momentum,numeric,percent,timeless,value,yes,,,,,,,
CHG_4H,momentum,numeric,percent,timeless,trajectory,no,,,,,,,
CHG_4H,momentum,numeric,percent,timeless,distance,no,,,,,,,
